id;x1;x2;x3;x4;x5
259;2.35832642;3.334700203;4.751679617;0;65
172;3.209399701;3.614761773;2.718800009;0;36
464;2.247454903;5.058682859;3.287963502;0;62
502;2.688640561;4.788693884;3.040703496;0;37
171;3.595096883;2.970448909;3.298724855;0;18
770;2.318111295;3.707866513;5.200091883;0;47
53;3.470350337;2.857387779;3.55872664;0;31
429;2.301656647;4.241418048;3.527291813;0;20
266;2.525455212;3.578913834;4.644585361;1;35
101;3.028779079;2.757193018;3.638209421;0;61
665;2.268363191;4.757359666;4.515099664;0;24
31;3.592242061;3.997208567;2.440644206;0;53
392;2.760835276;3.566162956;4.439745587;0;21
323;2.659963243;3.487152864;3.946383624;0;64
759;2.324455409;3.764755553;5.422761843;0;57
399;2.217612118;3.59752959;4.320998356;0;63
339;2.502852883;3.711113305;4.575864649;1;45
475;2.707434415;3.861935791;3.810926331;0;47
422;2.21156126;4.837214441;3.329004466;0;59
90;3.626223998;3.49646599;2.607730879;0;35
225;2.678915918;3.901799061;4.021075056;0;27
731;1.997666506;5.598636032;3.410693719;0;52
242;2.484352407;3.975488571;4.088427127;1;43
369;2.931793843;3.805949007;4.004484217;0;58
102;3.702202998;2.371559488;3.951657492;0;51
455;2.566499574;3.131893761;4.83455975;1;51
480;2.258435691;4.681881905;3.52730061;1;48
540;2.678657036;3.328070132;4.83893801;0;16
295;2.719342295;3.535386582;3.940493171;0;17
499;2.594353818;4.319586558;3.492238753;0;65
221;2.259408853;4.357749034;3.433804893;0;23
40;3.812419532;2.910451266;2.976949142;0;65
75;3.149049639;2.858008282;3.730261775;0;28
114;2.945635584;3.547457276;2.837386497;1;40
520;2.774731504;3.25462786;4.689038591;0;20
97;3.483821781;2.907826082;2.79218872;0;40
421;2.93267747;3.991159191;3.538058202;0;35
281;2.816267389;4.288117874;3.444765367;1;60
707;2.358647252;5.014611962;4.222876096;0;27
445;2.388770187;3.229876242;4.331563134;1;61
529;2.954255121;3.441712074;4.204248254;0;45
416;2.673823977;3.99185646;4.096522263;0;30
306;2.499562563;3.874424227;3.759842746;1;65
793;2.616969301;4.225042556;4.83814414;0;21
423;2.582321273;4.489713437;3.037665728;0;42
754;2.123291668;5.386137723;3.456477336;0;15
528;2.516100178;4.124159893;3.180937126;0;43
74;3.087223673;3.573488436;2.32989895;1;35
10;3.026590757;2.387335633;4.131665688;0;65
307;2.221343176;3.996041864;3.847074883;0;56
272;2.478588402;4.271895082;3.488292143;0;43
579;2.380452633;3.657118527;4.002706703;0;50
753;2.475941081;4.045880266;4.645777504;0;37
736;2.388736407;4.505023262;4.10267261;0;27
265;2.45877237;5.028942047;3.026412772;0;50
752;1.729272013;4.109256657;4.932890641;1;35
157;3.680665156;2.569317007;3.444385378;0;26
774;2.345141605;3.518727029;5.494145376;0;48
240;2.387580737;3.361216158;4.691103676;0;21
560;2.229160303;5.315518748;2.863937052;0;24
312;2.157464698;4.592545462;2.969919441;0;60
32;2.868091724;2.905825556;3.338897687;0;65
256;3.016100078;3.414340434;4.231025708;1;45
712;2.314622862;4.587000389;4.53434598;0;62
209;2.80729223;3.190090625;4.848973498;0;17
26;3.246076596;3.543219352;2.790672878;1;16
367;2.803593849;3.591153614;4.036551489;1;50
16;3.042766553;2.88957976;3.732325097;0;35
623;2.147069955;3.623063475;5.380140192;0;53
8;3.317738167;2.765731425;3.88207067;0;48
585;2.49443902;3.146859301;4.654920527;1;17
799;2.123636313;5.040784907;4.017704616;0;41
556;2.325046688;4.634672258;3.117280021;0;52
213;2.391856578;3.591981521;4.280050781;0;44
449;2.816896826;3.887236659;3.996076759;1;55
456;2.66633839;4.014921006;3.718929996;0;44
23;3.77270211;2.793812736;3.907103724;0;16
217;2.663969111;4.150374243;3.759690827;0;45
605;2.09768651;5.363238862;3.618086319;0;28
775;2.506345082;3.961195109;4.419462445;0;43
345;2.119539818;4.138854294;3.717071305;1;43
302;2.878701602;3.715583036;3.968477072;0;56
373;2.62342926;3.885374444;4.013636712;1;30
78;3.233632763;3.177004904;2.677513631;0;38
744;2.333381023;3.89479483;5.17598198;0;39
364;2.60283434;4.44063512;3.42367033;0;52
269;2.922482885;3.415256713;4.272477255;1;61
150;3.018767738;3.26163937;3.341719291;0;52
187;3.033504033;2.642995888;3.877580525;0;62
495;2.441765014;4.223772748;3.590221318;0;34
250;2.85840181;3.131583403;3.970842672;0;26
384;2.420670044;3.797329245;3.8972675;0;22
761;2.316454437;4.675366034;4.448901426;0;40
282;2.799027471;3.5504813;4.098783871;0;15
462;2.369580419;4.110628135;3.57671807;0;42
477;2.57792457;4.397838329;3.249072387;0;43
268;2.115037234;5.173242992;3.05643695;0;57
20;3.052966192;3.962107413;2.367235023;0;48
488;2.379806556;4.6746311;3.688295445;1;36
402;2.274843169;3.53763079;5.033850319;0;47
527;2.029031391;4.219006968;3.724541409;0;47
658;2.067442991;4.877428247;4.358911402;1;20
617;2.676159916;3.94686696;4.721582257;1;47
280;2.337737316;3.577501777;4.033686988;1;62
727;2.469154691;3.42394185;5.438832278;1;33
409;2.308052276;3.501002656;4.357526908;1;65
762;2.620489427;4.50608355;4.347274981;0;22
721;2.11402429;4.311728092;4.53929733;0;54
338;2.50603855;3.682233159;4.21956973;0;23
513;2.464085319;3.753503782;4.139302972;0;54
406;2.39677569;3.926232917;3.995739645;1;22
531;2.712726134;3.957192185;3.695853687;0;56
115;3.199391494;3.023080153;3.626134915;1;62
649;2.374820964;4.57675534;4.26663985;0;64
643;2.105202041;4.531969645;4.357418554;0;33
394;2.253442095;3.944133157;3.997415924;0;51
510;2.613681691;4.204450258;3.616925563;0;63
36;3.252606996;2.786380583;3.497713387;0;36
73;3.00594602;2.561657757;4.272378372;0;64
648;2.393492787;4.37960172;4.515062381;0;48
615;2.220027041;4.455920765;4.564820691;1;32
379;2.106916148;5.166707735;3.009412906;1;26
277;2.129035764;4.832021257;3.062817127;0;31
204;2.703451033;3.140641746;4.171407248;1;55
526;2.527996498;4.354874155;3.536035961;0;40
331;2.079971666;2.859190581;5.46846999;0;54
192;3.115918828;2.995270687;3.241084776;0;43
239;2.802527159;4.26636108;3.8048696;0;39
582;2.325667809;4.048682562;4.018393968;0;56
790;2.047586471;4.822104207;4.190798805;1;51
766;2.131456643;4.827324591;3.87930452;0;52
493;2.762444313;3.334261647;4.388111776;0;34
0;3.187904066;3.390552007;2.386849148;1;17
401;2.528447011;3.662532553;4.406192135;1;51
223;2.514635682;4.160026577;3.584278398;0;15
390;2.747336401;3.756248005;3.530366415;0;62
655;2.072587862;4.169811487;4.975625351;0;45
491;2.612332509;4.120935438;3.526025547;0;64
440;2.739778458;3.90812303;3.718773864;0;15
261;2.868695646;3.607341116;4.441416955;0;34
80;3.569643887;2.860447676;3.07695374;0;15
415;2.151035422;3.835378699;4.160544497;0;58
509;2.076907865;5.086856347;2.984285877;1;44
174;2.994995354;3.425949041;3.035736004;1;36
466;2.321197212;3.63257369;3.870485704;0;29
769;2.008837874;4.986294799;3.843057054;0;42
334;2.351350601;4.239739634;3.678738109;0;22
642;2.279228839;4.903324503;4.003886593;0;42
611;2.55084794;4.9500932;3.789162669;0;16
291;2.64875154;4.016719921;3.857626703;0;64
618;1.89905743;5.246731658;4.057998756;1;17
772;1.909618473;4.990326222;3.978658816;1;43
227;2.411385234;4.039646032;3.975641094;0;18
77;3.685095629;3.062428631;2.804409893;0;50
689;2.154152299;4.237147967;4.857815361;0;41
191;3.368756933;2.781625718;3.545589519;1;40
177;3.131811425;3.061313668;3.29011016;0;56
113;3.60757664;3.095295614;2.895266942;0;61
749;2.124749052;4.819245796;4.57516568;0;31
267;2.997239266;3.558732861;4.098655962;0;31
701;2.348885348;3.864260042;5.14869888;0;56
344;2.577353289;3.345748795;4.154926916;0;15
251;2.827366216;3.33750603;4.349718826;0;51
262;2.980197733;4.048327865;3.735581364;0;30
89;2.885330864;2.614835997;4.052666066;0;36
351;2.81061723;3.687890084;3.753929562;0;20
485;2.705681537;3.445280138;4.327228788;0;39
672;2.353977097;4.282747002;4.677008263;0;28
532;2.077388918;2.795739121;5.218654847;1;31
764;2.28535309;4.99390584;4.152996282;0;36
350;2.458388831;3.390701223;4.450382342;0;26
411;2.523027915;4.208802658;3.656089703;0;15
598;2.280992132;3.722572023;4.423188666;0;58
37;2.935750854;2.920796974;3.254629501;1;56
14;2.51856835;4.736711483;2.069809336;1;64
780;2.453127655;5.25857171;3.894532937;0;33
188;4.016372381;2.828789625;3.161809637;0;43
708;2.39426611;4.629671632;4.319830296;1;54
498;2.775151764;3.631303329;3.897733507;0;17
86;3.36012421;2.982486636;2.84420741;1;65
136;3.257255545;3.556933017;2.647593499;0;44
629;1.920275242;4.342253369;4.697440327;1;21
336;2.887480331;4.489478937;3.935427713;1;42
468;2.33561987;4.043244319;3.949088683;0;61
111;2.987673983;3.292041239;2.989749262;1;26
140;3.466156216;2.691268542;3.738574563;0;38
572;2.778940393;3.479155582;4.258636685;0;17
777;2.103286585;4.088774759;5.070794612;0;37
355;2.585439059;4.071348226;3.710263867;0;33
469;2.470406105;3.281358152;4.627592553;0;49
671;2.07334527;4.344599222;4.538407847;1;54
232;2.601113181;3.713213379;4.16589171;1;35
359;2.37266819;3.626807199;3.90233328;0;49
717;2.080550049;4.115492088;4.857018226;0;47
393;2.601874773;4.225886156;3.425029604;0;24
697;2.394945994;3.923384417;5.121013739;0;45
779;2.523195744;4.414584171;4.228609948;0;54
545;2.296311894;4.027121422;3.792158472;0;48
555;2.369072823;3.897103985;3.882691889;0;20
635;2.01197828;3.09476557;6.258033794;0;65
17;3.371390204;2.856259682;3.691096865;0;43
3;2.751048338;2.88449385;3.249624282;0;65
601;2.164184145;3.687962033;5.44117477;0;35
463;2.143054989;4.627198367;3.262815096;1;65
69;3.148682095;3.042455589;3.061976695;0;52
370;2.401371944;4.417062124;3.027061291;0;48
713;2.449014871;4.659604274;4.507945627;1;17
597;2.599271124;4.749330058;3.115109383;0;31
226;2.42030214;4.173493412;3.753599536;0;62
361;2.910520602;3.593744574;3.841764553;1;36
637;2.099194828;4.293432561;4.741705258;0;23
342;2.276913312;3.352629628;4.961142841;0;31
534;2.928738595;3.865589095;4.280047009;0;43
426;2.398055154;3.611769255;4.11932248;1;46
320;2.263602009;4.382068858;3.420396021;0;56
625;2.184064177;5.160263211;3.809570429;1;57
412;2.633629479;3.497164047;4.196272076;0;26
366;2.669301398;3.598965548;3.891993339;1;19
88;3.166256859;3.338458202;3.302150848;0;45
181;3.945640876;2.999402012;2.870128938;1;30
472;2.444998764;3.598995229;4.106985142;0;44
71;3.189326432;3.142149975;3.154566062;0;37
745;2.253785832;4.985235599;4.04681053;1;48
224;1.880194527;8.417157745;1.677542568;0;61
557;2.474654178;3.954197899;3.899416784;0;22
704;2.100033701;3.701598194;5.560752814;0;59
173;3.230465261;3.36101452;2.827078517;0;28
616;1.997305007;3.881837932;4.901938962;0;17
143;2.69288894;4.790431716;2.029353626;1;55
96;2.752456394;3.725808822;2.822019778;0;30
659;1.987526206;6.443185147;3.055860316;0;38
589;2.381467569;4.599539528;3.341375858;1;33
723;2.276655543;5.309642623;3.590445862;0;51
767;2.180615054;4.022783814;5.070042999;1;22
83;3.2675435;3.70191693;3.012562686;0;44
362;2.612359249;3.79993427;3.793373682;0;42
442;2.509386068;4.281921849;3.634280431;1;17
458;2.644450722;4.113556536;3.444307122;1;47
194;3.189107041;3.280656302;3.241303954;1;38
271;2.725911059;3.813803971;3.926220374;0;56
693;2.209869114;5.462737743;3.746358596;0;31
783;2.500047514;4.251444351;4.922564643;1;29
197;3.348458413;3.081610186;3.337096545;0;35
688;2.253305619;5.021347477;3.812189013;0;42
353;2.570281784;3.977560465;3.695807608;0;26
199;3.081304449;3.836204035;2.621376686;0;54
389;2.471319708;3.302559589;4.645764665;0;47
638;2.022328122;3.737543496;5.480989807;0;16
380;2.610466937;3.655556324;4.387788419;1;59
666;2.178444172;4.958960162;3.891554884;0;50
243;2.725482137;4.118002889;3.801171056;0;53
782;2.509041595;4.298865718;4.848780784;0;24
316;2.227448951;5.305052148;2.891304682;0;41
722;2.458232935;4.335736552;4.841132934;0;63
596;2.956216616;4.220378838;3.141277865;1;44
654;2.264943879;5.483199084;3.380603881;0;55
61;3.194748604;2.713067689;3.951402461;0;57
687;2.243669072;4.109872714;4.787267478;0;64
621;2.274340417;4.357186175;4.683487455;0;45
214;2.628374736;4.316742765;3.337261673;1;48
453;2.302151227;3.749423122;3.924958369;0;49
640;2.10105111;4.285348725;4.585929578;0;24
673;2.345340831;4.787121258;4.059365659;0;26
207;2.548293356;3.482173948;4.237702312;0;23
185;2.673417891;4.057306671;2.604987128;1;33
65;3.247199644;4.033843149;2.440397905;0;62
289;2.526827357;3.531152211;4.287233448;0;61
137;3.289994301;2.754543817;3.582340957;0;22
238;2.410182868;4.56315973;3.366665271;0;33
91;2.590488357;3.765319794;2.530327656;0;35
87;3.099565679;3.393375598;2.828522596;0;55
732;2.636747184;3.660100675;5.379335877;0;49
760;2.112313365;4.597362152;4.644840313;0;35
785;2.166577557;3.685327599;5.48693168;0;17
435;2.718763404;3.375912973;4.421075872;0;32
66;3.654687679;3.137835687;2.726694751;0;22
152;3.26636692;3.407853139;2.820067438;0;22
349;2.435874214;4.136461203;3.436832388;0;51
151;3.145094672;2.803412115;3.318573852;0;21
452;2.38620524;3.511418292;3.971769769;0;65
383;2.59484025;4.107872664;3.803636348;1;45
263;2.717284459;3.073571042;5.658496061;0;57
660;2.050384434;5.38147987;3.702726342;0;22
669;2.488449336;3.579215263;5.360660151;0;21
778;2.115386369;3.915805089;5.341790632;0;59
162;3.749035815;2.783768263;3.329975354;0;62
123;3.418709744;3.551284518;2.900745602;0;25
645;2.428321009;5.135624279;3.864910764;0;59
234;2.760944569;3.182418109;4.477051559;0;46
346;2.56914142;4.291729671;3.574388005;0;30
310;2.506533818;4.162155252;3.550838252;0;53
544;2.652773549;3.674095136;4.572340551;0;40
653;2.041128046;3.820715315;5.529175767;0;33
230;2.192603877;4.667258904;3.465655721;0;30
657;1.879631196;4.956537975;3.943352937;1;19
436;2.770017593;3.393033449;4.424965095;0;22
381;2.793453027;3.876869941;3.573221529;1;21
576;2.530565386;4.409085256;3.164999947;1;56
651;2.099441081;5.299507263;3.568529918;1;61
175;2.74383248;3.421678678;3.25940787;0;33
547;2.527814198;3.55747895;4.214855286;0;22
446;2.546290775;3.83213533;4.483527013;0;25
593;2.391014758;3.080607789;4.870848777;0;45
105;3.178867463;3.136680281;3.005416509;0;26
81;3.472401801;3.138865502;3.097106025;0;23
146;3.237023237;2.782557904;3.603891982;1;44
444;2.204803911;3.953299288;4.139047733;0;46
776;2.431626389;3.658955132;5.088444902;0;54
773;2.570170946;4.613891133;4.102712583;0;24
457;2.397182492;3.68396796;4.124231408;0;52
163;2.702195408;3.277408518;3.145969889;0;56
417;2.266019801;4.711338834;3.042786553;0;33
283;2.774756741;3.591578231;3.929526746;0;47
205;2.230752169;3.658139169;4.107815705;0;63
492;2.573495398;4.189253447;3.321887386;0;31
218;2.4823179;4.161801127;4.02088327;0;25
183;3.128243188;3.495715704;2.644044168;0;50
6;2.911190512;2.301876225;4.546116319;1;21
298;2.635457019;3.694568807;4.24741684;1;62
746;2.044110405;4.381044277;4.610641871;0;55
9;3.322423461;3.019812328;3.298554043;0;53
668;2.794025447;4.102985173;4.748874482;1;40
314;2.831646364;4.36147502;3.074528826;0;23
108;3.174935666;3.741743744;2.895893688;0;57
521;2.228759489;4.416328648;3.890937495;0;16
519;2.474500974;3.115170964;5.012132191;0;55
606;2.433857895;4.307129108;4.647144796;0;50
516;2.437611609;3.766535025;4.062100429;0;36
682;2.360153806;4.223943386;4.735398465;1;17
388;2.866660579;3.496837877;4.113716508;0;55
27;2.98909927;3.39923332;2.829279759;1;50
738;2.353829733;4.047168761;4.848681575;0;22
270;2.539603769;3.74920548;3.986499183;0;33
758;1.877112592;6.036179505;3.324183089;0;49
407;2.530285424;3.952630684;3.937048985;0;57
634;2.418865946;4.506411944;4.056960323;0;59
84;3.466841826;3.031768179;3.262114998;0;43
425;2.081584715;4.302142258;3.362206096;1;25
587;2.479068738;2.869460843;5.219827952;1;55
196;3.025261629;3.542883223;2.956465941;0;45
120;3.899131952;2.77796245;3.400717044;1;29
30;3.276477914;2.769796681;4.061180405;0;34
636;2.174738253;4.100404871;4.713387269;1;58
193;3.430376234;3.589878039;2.646787783;0;20
202;2.812065252;2.636657705;5.556598607;1;21
254;3.263783222;3.923843927;3.515008113;0;46
698;2.13557755;4.626708268;4.453377367;0;32
15;3.530542672;2.843445963;3.188422998;0;55
700;2.194259809;5.294208395;3.816751016;0;19
134;2.911430266;4.057019416;2.271069261;0;35
34;3.333253523;2.85519855;3.492214555;0;51
620;2.266546899;5.993750502;3.235116954;0;48
684;2.402808852;4.369377108;4.736087918;0;18
632;1.698535103;5.326935217;3.688968918;0;52
613;2.013920261;5.567381516;3.668174952;0;58
64;3.105908023;3.216288529;2.88251103;1;41
448;2.491644789;5.028132107;3.120645702;0;65
95;2.448049824;2.719357356;3.420087922;1;36
303;2.355748015;3.999070766;3.551676668;1;30
494;2.504878889;4.529747194;3.265138605;1;41
329;2.241563301;4.76301943;3.169292326;0;32
434;2.86666357;3.691003601;3.81058582;0;51
56;3.598362085;3.435618528;2.772205591;0;19
564;2.240353727;3.638582579;3.815681718;0;58
677;2.56628732;4.192485438;5.009602713;0;65
652;2.346734597;3.98911114;5.077791242;0;19
132;2.681579577;4.013898296;2.62764875;0;65
79;3.678232868;3.33412044;2.83434897;0;18
724;2.102200187;4.181554976;4.985889171;1;44
169;3.349435311;3.083849594;3.07355415;0;42
126;3.475917476;3.404560957;3.287247912;0;36
599;2.850142332;4.751216436;3.378174678;0;30
300;2.717092895;4.006870816;3.77748851;0;60
497;2.766645416;3.079038529;4.854036302;0;46
562;2.61501103;3.637675901;4.320548942;1;24
503;2.741849242;3.751653865;4.358020396;1;56
537;3.001316365;3.932635339;3.67522064;1;28
109;3.15310542;3.04806347;3.309461379;1;22
317;2.196487761;3.78379746;3.910586822;0;59
791;2.227792056;5.75157532;3.501492886;0;50
675;2.188091481;4.842410482;4.454201664;0;31
125;2.601212733;3.975899156;2.652524233;0;53
372;2.580848625;3.183535644;4.451855932;0;22
538;2.344082451;4.116339355;3.901612279;0;64
168;3.308888155;3.82740481;2.638114453;0;32
67;3.384044188;3.475276716;3.152845186;0;64
288;2.618998089;4.253629431;3.814423018;0;24
160;2.472275705;3.611662751;3.067104046;0;30
403;2.46440387;3.549283343;3.808716581;0;32
728;2.250691626;5.240132262;3.732241109;0;45
404;2.777351047;4.627763363;3.274305749;0;20
387;2.819577891;3.509469129;4.449199007;1;33
748;2.379173799;4.324689638;4.975058769;1;31
237;2.985567234;3.462593714;4.026835792;0;57
247;2.724631578;4.092068043;4.135866785;0;57
249;2.301582772;3.454206395;4.650612563;0;63
122;3.315962813;2.742620778;3.663936956;0;62
325;2.588422544;4.262914737;3.316868596;0;54
507;2.697536889;5.033424128;2.739457337;0;42
563;2.476235082;4.127609881;3.600065445;0;49
155;2.854977996;3.545453858;3.137617099;0;22
354;2.36091996;3.777338573;3.803237369;0;27
156;3.302124452;3.162971844;2.646549735;1;54
715;2.159831348;5.130393299;3.974858569;0;62
186;3.192605743;3.708569688;2.711633461;1;21
628;2.010730793;5.469977886;3.549790417;1;44
165;3.343236352;3.722006651;3.010958342;0;55
60;3.379951723;3.888820613;3.077355317;1;54
518;2.832559061;3.152336499;4.273341964;0;34
44;3.23988449;2.448685761;4.07808749;1;34
443;2.920393345;4.016979841;3.883801423;0;34
683;2.02059858;3.429670716;5.743338888;1;46
397;2.740147172;3.861544128;3.766697235;0;40
311;2.547450191;3.434956765;4.430122875;0;37
768;1.921728817;5.327259228;3.643814363;0;17
278;2.319115294;3.878635;4.020087797;0;59
592;2.440082661;3.363654287;4.476168006;1;18
567;2.437539163;3.687756016;4.21728384;1;56
450;2.824292967;3.624421275;4.10173728;0;31
786;2.114755321;4.085188377;5.052297373;0;61
141;3.178759058;2.725592352;3.626696229;0;62
506;2.591426495;3.190411301;4.197449563;0;47
294;2.67372333;3.691881388;3.910529068;0;37
542;2.647754193;3.388287511;4.310907729;0;24
211;2.534172036;3.891831532;4.025211375;0;59
275;2.444170744;4.385425327;3.149688455;0;51
702;2.337173854;4.312270284;4.886267742;0;43
33;3.390142951;3.324409895;2.912620712;0;30
149;3.639806465;2.742695056;3.417062358;0;23
535;2.646912249;3.44648642;4.039779724;0;51
63;2.916024763;3.295557914;2.631497811;0;60
127;2.943495854;2.683779757;4.030944954;1;30
482;2.216275867;4.758864063;3.078153595;0;42
106;3.522657719;3.124318019;3.590924884;0;37
591;2.477993002;3.936710621;3.800382192;0;40
661;2.283268331;5.369946129;3.357235852;1;22
685;2.166125581;4.97876362;3.904944506;0;35
24;3.200178716;3.170612133;2.88271423;0;28
244;2.804633159;3.879852406;3.822898673;0;48
252;2.540423982;4.30626136;3.530650026;0;16
100;2.964395374;3.699121567;2.03211985;1;32
788;2.568684916;4.27856957;4.318653213;1;19
154;3.380346256;2.811808755;3.507770672;1;64
72;2.685844916;2.690174455;3.812009965;0;26
216;2.626150712;4.183159337;3.608933262;0;56
796;2.62945311;3.975090268;4.990231469;0;22
484;2.931048555;3.702923596;4.262218944;0;38
569;2.378474081;4.718010151;2.86473205;0;52
170;2.538088104;3.610465386;3.276985147;0;61
51;3.254156926;3.822603603;2.353739001;0;17
691;2.147614394;4.465479786;4.243654106;0;45
586;2.455917354;3.399171463;4.127801879;1;34
117;2.70526575;3.255464759;3.208511771;0;37
559;2.728702405;3.464467714;4.62370853;0;40
549;2.860396608;3.257955449;4.370045411;0;44
730;2.492162172;3.961255581;4.839030028;1;29
716;2.090002937;5.21907669;3.88461273;1;32
38;3.720518919;2.971501029;3.182881356;0;46
781;2.240832565;6.108034665;3.063685594;0;40
385;2.74336337;3.819461588;4.190837527;1;51
29;3.712935171;2.363863088;3.37425266;0;38
474;2.788919682;3.832980604;3.959440419;1;19
610;2.125287179;4.295515569;4.482141965;1;20
424;2.857960326;3.214494057;4.547177267;0;60
189;3.210508487;2.426485722;3.665133237;0;47
208;2.363856915;4.922374038;3.063970463;0;15
274;2.943531966;4.250954147;3.499131843;0;19
603;2.355202441;4.18316718;4.685635946;0;57
324;2.928481521;4.043579871;3.77275694;0;51
133;3.4681569;2.983140366;3.311157927;0;39
41;2.576518939;5.013117562;1.835629413;0;37
68;3.378578532;3.348400238;3.045899723;0;19
604;2.038506305;4.585102188;4.825077519;0;42
680;2.17338494;4.541665325;4.427667106;0;25
578;2.841936355;3.796696405;4.184026261;1;21
533;2.428923643;3.441633237;3.952762877;1;35
515;2.485500996;3.229871796;4.644361415;0;26
496;1.97767366;3.322657875;5.006503518;0;28
340;2.607056997;3.743569233;4.120457931;1;23
584;2.609694338;3.988912012;3.828436417;0;44
19;3.335956089;3.083445166;3.082543838;0;33
695;2.197089057;4.82418674;4.297854836;0;20
5;3.189598098;3.190207989;2.550298063;0;41
570;2.469637111;3.477978327;4.136837545;1;59
714;1.99463489;5.310979673;3.433656011;0;65
76;3.781936695;2.605089615;3.597999657;0;25
356;2.77763194;4.178414587;3.477163776;0;47
142;3.113988537;2.995782582;2.873995782;0;28
299;2.741017521;3.550016416;4.16311622;0;61
245;2.323369592;4.813546635;2.830469435;0;61
371;2.634029789;4.086392666;3.545074729;1;47
376;3.11355953;3.741119074;4.521367067;1;40
438;2.588264353;4.298639468;3.413088257;0;16
742;2.034137261;5.646703364;3.760299982;0;42
612;2.126398556;4.432745355;4.582269963;1;64
594;2.22373164;4.442595444;3.416549096;0;25
647;2.218890811;4.471880933;3.943520615;0;24
627;2.520954348;4.372690514;4.39268552;0;43
148;3.347292156;3.272860651;3.024569883;0;52
501;2.485397517;3.341836292;4.446623321;0;32
414;2.566555506;3.950901411;4.014049304;0;17
50;3.498569721;3.001607943;3.354049858;1;43
577;2.514992552;3.964745533;4.127545452;1;30
699;2.20884393;4.759423027;3.978687898;0;43
667;2.261672035;3.905001491;4.865968977;1;51
720;2.249433144;4.762781138;4.257803889;0;20
490;2.306671514;5.26064841;2.724590838;0;16
59;2.838724319;3.417367436;3.243904644;0;21
514;3.043940444;3.826759237;3.499740221;1;36
308;2.791376787;4.290589625;3.192629874;0;34
483;2.785882982;3.143717171;4.642036768;0;50
662;2.14929331;3.777458754;5.390325629;0;15
357;2.623502123;3.790464831;3.566251581;0;32
